,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final,Loja
1729,1146,2019-01-08,19,Tênis Estampa,1,256,256,Shopping Vila Velha
1914,1285,2019-01-08,19,Camisa Estampa,1,113,113,Shopping Vila Velha
1915,1285,2019-01-08,19,Calça Xadrez,1,185,185,Shopping Vila Velha
1916,1287,2019-01-08,19,Cueca Liso,3,69,207,Shopping Vila Velha
1917,1291,2019-01-08,19,Camiseta Estampa,2,196,392,Shopping Vila Velha
1944,1307,2019-01-08,19,Pulseira Linho,2,114,228,Shopping Vila Velha
1945,1307,2019-01-08,19,Calça Xadrez,1,185,185,Shopping Vila Velha
1948,1309,2019-01-08,19,Meia Liso,1,38,38,Shopping Vila Velha
1949,1309,2019-01-08,19,Short Xadrez,5,100,500,Shopping Vila Velha
1950,1309,2019-01-08,19,Bermuda Listrado,2,163,326,Shopping Vila Velha
2008,1337,2019-01-09,19,Chinelo Listrado,1,73,73,Shopping Vila Velha
2015,1342,2019-01-09,19,Camiseta Liso,1,187,187,Shopping Vila Velha
2016,1342,2019-01-09,19,Camisa Gola V Xadrez,1,107,107,Shopping Vila Velha
2095,1390,2019-01-09,19,Chinelo Liso,1,71,71,Shopping Vila Velha
2096,1390,2019-01-09,19,Mochila Xadrez,1,283,283,Shopping Vila Velha
2220,1473,2019-01-09,19,Pulseira Xadrez,5,87,435,Shopping Vila Velha
2296,1517,2019-01-10,19,Cueca,2,50,100,Shopping Vila Velha
2297,1517,2019-01-10,19,Pulseira Linho,1,114,114,Shopping Vila Velha
2408,1591,2019-01-10,19,Casaco Xadrez,2,259,518,Shopping Vila Velha
2409,1591,2019-01-10,19,Sunga Xadrez,1,116,116,Shopping Vila Velha
2410,1591,2019-01-10,19,Sapato Xadrez,1,368,368,Shopping Vila Velha
2478,1626,2019-01-10,19,Camisa Xadrez,1,105,105,Shopping Vila Velha
2518,1655,2019-01-10,19,Cueca Listrado,3,67,201,Shopping Vila Velha
2519,1655,2019-01-10,19,Bermuda Liso,1,157,157,Shopping Vila Velha
2520,1655,2019-01-10,19,Camisa Gola V,2,100,200,Shopping Vila Velha
2695,1781,2019-01-11,19,Bermuda Estampa,5,169,845,Shopping Vila Velha
2864,1900,2019-01-12,19,Mochila,4,270,1080,Shopping Vila Velha
2865,1900,2019-01-12,19,Camisa Listrado,1,108,108,Shopping Vila Velha
2868,1902,2019-01-12,19,Short Estampa,5,96,480,Shopping Vila Velha
2959,1957,2019-01-12,19,Chinelo Linho,4,105,420,Shopping Vila Velha
2960,1957,2019-01-12,19,Cinto Linho,2,248,496,Shopping Vila Velha
2961,1957,2019-01-12,19,Mochila Xadrez,2,283,566,Shopping Vila Velha
3026,2020,2019-01-12,19,Pulseira Linho,4,114,456,Shopping Vila Velha
3056,2050,2019-01-12,19,Camisa Liso,2,105,210,Shopping Vila Velha
3057,2050,2019-01-12,19,Camiseta Estampa,1,196,196,Shopping Vila Velha
3058,2050,2019-01-12,19,Tênis,5,250,1250,Shopping Vila Velha
3075,2064,2019-01-12,19,Short,2,90,180,Shopping Vila Velha
3076,2064,2019-01-12,19,Cueca Listrado,1,67,67,Shopping Vila Velha
3118,2098,2019-01-13,19,Pulseira Estampa,3,87,261,Shopping Vila Velha
3179,2144,2019-01-13,19,Cueca,5,50,250,Shopping Vila Velha
3180,2144,2019-01-13,19,Mochila Xadrez,2,283,566,Shopping Vila Velha
3181,2144,2019-01-13,19,Chinelo Liso,1,71,71,Shopping Vila Velha
3182,2145,2019-01-13,19,Cinto Estampa,1,209,209,Shopping Vila Velha
3183,2145,2019-01-13,19,Cinto Linho,1,248,248,Shopping Vila Velha
3184,2145,2019-01-13,19,Camisa Gola V Listrado,5,116,580,Shopping Vila Velha
3217,2169,2019-01-13,19,Tênis Linho,2,294,588,Shopping Vila Velha
3218,2170,2019-01-13,19,Pulseira Liso,1,87,87,Shopping Vila Velha
3219,2170,2019-01-13,19,Polo Xadrez,3,142,426,Shopping Vila Velha
3236,2181,2019-01-13,19,Tênis Xadrez,5,259,1295,Shopping Vila Velha
3241,2184,2019-01-13,19,Mochila,2,270,540,Shopping Vila Velha
3242,2184,2019-01-13,19,Chinelo Estampa,1,74,74,Shopping Vila Velha
3243,2184,2019-01-13,19,Camiseta Xadrez,4,200,800,Shopping Vila Velha
3317,2237,2019-01-13,19,Cinto,2,200,400,Shopping Vila Velha
3376,2276,2019-01-13,19,Cueca,2,50,100,Shopping Vila Velha
3541,2392,2019-01-14,19,Relógio Listrado,3,218,654,Shopping Vila Velha
3542,2392,2019-01-14,19,Relógio Estampa,2,219,438,Shopping Vila Velha
3549,2397,2019-01-14,19,Sapato Xadrez,2,368,736,Shopping Vila Velha
3550,2397,2019-01-14,19,Cueca Listrado,4,67,268,Shopping Vila Velha
3606,2439,2019-01-14,19,Mochila Liso,3,276,828,Shopping Vila Velha
3607,2439,2019-01-14,19,Casaco Xadrez,2,259,518,Shopping Vila Velha
3614,2447,2019-01-14,19,Tênis Liso,3,266,798,Shopping Vila Velha
3663,2485,2019-01-14,19,Gorro,5,80,400,Shopping Vila Velha
3664,2485,2019-01-14,19,Cueca,2,50,100,Shopping Vila Velha
3688,2499,2019-01-15,19,Cinto Xadrez,2,215,430,Shopping Vila Velha
3689,2499,2019-01-15,19,Polo,3,130,390,Shopping Vila Velha
3691,2504,2019-01-15,19,Cinto Xadrez,1,215,215,Shopping Vila Velha
3725,2531,2019-01-15,19,Meia Linho,3,78,234,Shopping Vila Velha
3726,2531,2019-01-15,19,Sapato Xadrez,2,368,736,Shopping Vila Velha
3760,2556,2019-01-15,19,Bermuda Liso,4,157,628,Shopping Vila Velha
3824,2604,2019-01-15,19,Pulseira,2,70,140,Shopping Vila Velha
3913,2668,2019-01-15,19,Polo Xadrez,3,142,426,Shopping Vila Velha
3914,2668,2019-01-15,19,Camiseta Liso,1,187,187,Shopping Vila Velha
3915,2668,2019-01-15,19,Camiseta Estampa,2,196,392,Shopping Vila Velha
3983,2725,2019-01-16,19,Camisa Xadrez,1,105,105,Shopping Vila Velha
3984,2725,2019-01-16,19,Gorro Xadrez,1,85,85,Shopping Vila Velha
4093,2801,2019-01-16,19,Short,4,90,360,Shopping Vila Velha
4094,2801,2019-01-16,19,Meia Liso,3,38,114,Shopping Vila Velha
4124,2824,2019-01-16,19,Polo Liso,1,137,137,Shopping Vila Velha
4125,2824,2019-01-16,19,Meia Estampa,1,50,50,Shopping Vila Velha
4127,2826,2019-01-16,19,Cinto Linho,3,248,744,Shopping Vila Velha
4132,2829,2019-01-16,19,Mochila Liso,5,276,1380,Shopping Vila Velha
4133,2829,2019-01-16,19,Cueca Linho,1,93,93,Shopping Vila Velha
4134,2829,2019-01-16,19,Camiseta Xadrez,2,200,400,Shopping Vila Velha
4187,2871,2019-01-16,19,Meia Liso,1,38,38,Shopping Vila Velha
4284,2938,2019-01-17,19,Camisa Gola V Linho,2,145,290,Shopping Vila Velha
4307,2955,2019-01-17,19,Terno,2,700,1400,Shopping Vila Velha
4353,2980,2019-01-17,19,Bermuda,3,150,450,Shopping Vila Velha
4354,2980,2019-01-17,19,Sunga Linho,2,149,298,Shopping Vila Velha
4361,2988,2019-01-17,19,Pulseira Listrado,2,79,158,Shopping Vila Velha
4362,2988,2019-01-17,19,Cueca,1,50,50,Shopping Vila Velha
4420,3025,2019-01-17,19,Chinelo Xadrez,2,66,132,Shopping Vila Velha
4421,3025,2019-01-17,19,Cinto Estampa,1,209,209,Shopping Vila Velha
4448,3045,2019-01-17,19,Camiseta Xadrez,3,200,600,Shopping Vila Velha
4449,3045,2019-01-17,19,Sunga Xadrez,2,116,232,Shopping Vila Velha
4450,3045,2019-01-17,19,Camisa Listrado,1,108,108,Shopping Vila Velha
4451,3045,2019-01-17,19,Meia,1,30,30,Shopping Vila Velha
4452,3045,2019-01-17,19,Camisa Gola V Listrado,1,116,116,Shopping Vila Velha
4458,3048,2019-01-17,19,Camiseta Linho,3,223,669,Shopping Vila Velha
4608,3134,2019-01-18,19,Chinelo Xadrez,1,66,66,Shopping Vila Velha
4677,3180,2019-01-18,19,Chinelo Liso,2,71,142,Shopping Vila Velha
4678,3180,2019-01-18,19,Meia Liso,5,38,190,Shopping Vila Velha
4679,3180,2019-01-18,19,Short Estampa,2,96,192,Shopping Vila Velha
4680,3180,2019-01-18,19,Meia Estampa,5,50,250,Shopping Vila Velha
4688,3186,2019-01-18,19,Gorro Listrado,4,97,388,Shopping Vila Velha
4734,3226,2019-01-18,19,Meia Xadrez,2,41,82,Shopping Vila Velha
4743,3234,2019-01-18,19,Pulseira,2,70,140,Shopping Vila Velha
4744,3234,2019-01-18,19,Short Liso,1,108,108,Shopping Vila Velha
4813,3281,2019-01-19,19,Tênis Estampa,2,256,512,Shopping Vila Velha
4814,3281,2019-01-19,19,Cueca Linho,2,93,186,Shopping Vila Velha
4815,3281,2019-01-19,19,Calça Liso,1,190,190,Shopping Vila Velha
4816,3281,2019-01-19,19,Gorro Liso,4,92,368,Shopping Vila Velha
4817,3281,2019-01-19,19,Casaco Liso,2,255,510,Shopping Vila Velha
4862,3317,2019-01-19,19,Tênis Linho,1,294,294,Shopping Vila Velha
4864,3320,2019-01-19,19,Sapato Xadrez,4,368,1472,Shopping Vila Velha
4865,3320,2019-01-19,19,Polo Linho,1,176,176,Shopping Vila Velha
4938,3379,2019-01-19,19,Cinto Estampa,1,209,209,Shopping Vila Velha
4939,3379,2019-01-19,19,Cueca Listrado,2,67,134,Shopping Vila Velha
5039,3438,2019-01-19,19,Bermuda Liso,3,157,471,Shopping Vila Velha
5067,3456,2019-01-19,19,Pulseira Estampa,1,87,87,Shopping Vila Velha
5068,3456,2019-01-19,19,Tênis Estampa,2,256,512,Shopping Vila Velha
5102,3485,2019-01-20,19,Chinelo Liso,5,71,355,Shopping Vila Velha
5103,3485,2019-01-20,19,Tênis,1,250,250,Shopping Vila Velha
5104,3485,2019-01-20,19,Sapato Estampa,2,358,716,Shopping Vila Velha
5105,3485,2019-01-20,19,Camisa Gola V Liso,2,118,236,Shopping Vila Velha
5106,3485,2019-01-20,19,Chinelo Liso,1,71,71,Shopping Vila Velha
5130,3502,2019-01-20,19,Sapato Estampa,2,358,716,Shopping Vila Velha
5131,3502,2019-01-20,19,Pulseira Estampa,5,87,435,Shopping Vila Velha
5156,3517,2019-01-20,19,Polo,1,130,130,Shopping Vila Velha
5420,3683,2019-01-21,19,Bermuda Estampa,1,169,169,Shopping Vila Velha
5421,3683,2019-01-21,19,Bermuda Estampa,1,169,169,Shopping Vila Velha
5422,3683,2019-01-21,19,Sapato Xadrez,5,368,1840,Shopping Vila Velha
5423,3683,2019-01-21,19,Sapato Listrado,1,363,363,Shopping Vila Velha
5458,3707,2019-01-21,19,Sunga Listrado,1,114,114,Shopping Vila Velha
5484,3723,2019-01-21,19,Polo Liso,1,137,137,Shopping Vila Velha
5569,3785,2019-01-21,19,Cinto Listrado,4,214,856,Shopping Vila Velha
5570,3785,2019-01-21,19,Relógio Xadrez,1,214,214,Shopping Vila Velha
5574,3787,2019-01-21,19,Camisa Xadrez,2,105,210,Shopping Vila Velha
5576,3789,2019-01-21,19,Sunga,2,100,200,Shopping Vila Velha
5612,3820,2019-01-21,19,Terno Linho,4,750,3000,Shopping Vila Velha
5633,3836,2019-01-21,19,Cinto Listrado,1,214,214,Shopping Vila Velha
5634,3836,2019-01-21,19,Bermuda Estampa,3,169,507,Shopping Vila Velha
5674,3857,2019-01-22,19,Bermuda Estampa,1,169,169,Shopping Vila Velha
5716,3886,2019-01-22,19,Cinto Liso,1,209,209,Shopping Vila Velha
5744,3912,2019-01-22,19,Sunga Xadrez,1,116,116,Shopping Vila Velha
5745,3912,2019-01-22,19,Meia Xadrez,2,41,82,Shopping Vila Velha
5746,3912,2019-01-22,19,Relógio Listrado,1,218,218,Shopping Vila Velha
5763,3923,2019-01-22,19,Cueca Liso,3,69,207,Shopping Vila Velha
5764,3923,2019-01-22,19,Pulseira Linho,1,114,114,Shopping Vila Velha
5799,3950,2019-01-22,19,Sapato Linho,4,391,1564,Shopping Vila Velha
5865,4000,2019-01-22,19,Sunga,2,100,200,Shopping Vila Velha
5873,4005,2019-01-22,19,Short Linho,3,133,399,Shopping Vila Velha
5910,4028,2019-01-22,19,Cinto Liso,3,209,627,Shopping Vila Velha
5936,4054,2019-01-23,19,Relógio Estampa,4,219,876,Shopping Vila Velha
5937,4054,2019-01-23,19,Camisa Gola V Linho,2,145,290,Shopping Vila Velha
5942,4058,2019-01-23,19,Bermuda Xadrez,4,155,620,Shopping Vila Velha
5943,4058,2019-01-23,19,Chinelo,2,60,120,Shopping Vila Velha
5944,4058,2019-01-23,19,Casaco Linho,3,299,897,Shopping Vila Velha
5971,4078,2019-01-23,19,Camiseta Xadrez,5,200,1000,Shopping Vila Velha
5972,4078,2019-01-23,19,Tênis Estampa,2,256,512,Shopping Vila Velha
5973,4078,2019-01-23,19,Cinto,5,200,1000,Shopping Vila Velha
5974,4078,2019-01-23,19,Relógio Listrado,2,218,436,Shopping Vila Velha
5975,4079,2019-01-23,19,Bermuda Listrado,1,163,163,Shopping Vila Velha
6152,4191,2019-01-23,19,Cinto,5,200,1000,Shopping Vila Velha
6153,4191,2019-01-23,19,Casaco Liso,1,255,255,Shopping Vila Velha
6154,4191,2019-01-23,19,Gorro Listrado,5,97,485,Shopping Vila Velha
6207,4231,2019-01-24,19,Sapato Linho,1,391,391,Shopping Vila Velha
6294,4293,2019-01-24,19,Pulseira Xadrez,1,87,87,Shopping Vila Velha
6295,4293,2019-01-24,19,Pulseira Listrado,2,79,158,Shopping Vila Velha
6317,4312,2019-01-24,19,Camisa Gola V Linho,1,145,145,Shopping Vila Velha
6318,4312,2019-01-24,19,Calça Estampa,1,177,177,Shopping Vila Velha
6319,4312,2019-01-24,19,Terno,3,700,2100,Shopping Vila Velha
6447,4397,2019-01-24,19,Cinto Listrado,1,214,214,Shopping Vila Velha
6448,4397,2019-01-24,19,Chinelo Linho,3,105,315,Shopping Vila Velha
6460,4405,2019-01-24,19,Polo Linho,2,176,352,Shopping Vila Velha
6461,4405,2019-01-24,19,Pulseira Listrado,1,79,79,Shopping Vila Velha
6479,4417,2019-01-24,19,Relógio Liso,1,216,216,Shopping Vila Velha
6480,4417,2019-01-24,19,Pulseira Liso,1,87,87,Shopping Vila Velha
6482,4421,2019-01-24,19,Sunga Listrado,3,114,342,Shopping Vila Velha
6484,4424,2019-01-24,19,Casaco Estampa,1,256,256,Shopping Vila Velha
6485,4424,2019-01-24,19,Pulseira Xadrez,4,87,348,Shopping Vila Velha
6486,4424,2019-01-24,19,Terno Estampa,2,706,1412,Shopping Vila Velha
6487,4424,2019-01-24,19,Meia Estampa,5,50,250,Shopping Vila Velha
6587,4484,2019-01-25,19,Tênis Linho,3,294,882,Shopping Vila Velha
6588,4484,2019-01-25,19,Camiseta Xadrez,5,200,1000,Shopping Vila Velha
6589,4484,2019-01-25,19,Camiseta Estampa,3,196,588,Shopping Vila Velha
6641,4512,2019-01-25,19,Sapato,1,350,350,Shopping Vila Velha
6753,4589,2019-01-25,19,Relógio,1,200,200,Shopping Vila Velha
6754,4589,2019-01-25,19,Camiseta Estampa,2,196,392,Shopping Vila Velha
6867,4679,2019-01-26,19,Tênis Linho,1,294,294,Shopping Vila Velha
6868,4679,2019-01-26,19,Polo Linho,3,176,528,Shopping Vila Velha
6869,4679,2019-01-26,19,Polo,2,130,260,Shopping Vila Velha
6921,4721,2019-01-26,19,Pulseira Linho,1,114,114,Shopping Vila Velha
6953,4747,2019-01-26,19,Cueca,2,50,100,Shopping Vila Velha
6954,4747,2019-01-26,19,Sunga,1,100,100,Shopping Vila Velha
7037,4810,2019-01-26,19,Cueca,3,50,150,Shopping Vila Velha
7067,4834,2019-01-27,19,Camiseta Listrado,4,197,788,Shopping Vila Velha
7074,4838,2019-01-27,19,Terno Xadrez,3,709,2127,Shopping Vila Velha
7075,4838,2019-01-27,19,Cueca Estampa,2,66,132,Shopping Vila Velha
7076,4838,2019-01-27,19,Cinto,1,200,200,Shopping Vila Velha
7077,4838,2019-01-27,19,Pulseira Liso,4,87,348,Shopping Vila Velha
7087,4844,2019-01-27,19,Cinto Xadrez,1,215,215,Shopping Vila Velha
7134,4880,2019-01-27,19,Calça Estampa,3,177,531,Shopping Vila Velha
7148,4887,2019-01-27,19,Short Xadrez,1,100,100,Shopping Vila Velha
7149,4887,2019-01-27,19,Mochila Xadrez,1,283,283,Shopping Vila Velha
7152,4889,2019-01-27,19,Calça Estampa,2,177,354,Shopping Vila Velha
7153,4889,2019-01-27,19,Gorro Estampa,3,93,279,Shopping Vila Velha
7155,4892,2019-01-27,19,Cinto Xadrez,2,215,430,Shopping Vila Velha
7156,4892,2019-01-27,19,Tênis Estampa,1,256,256,Shopping Vila Velha
7164,4898,2019-01-27,19,Calça Estampa,2,177,354,Shopping Vila Velha
7165,4898,2019-01-27,19,Casaco Estampa,3,256,768,Shopping Vila Velha
7166,4898,2019-01-27,19,Casaco Liso,3,255,765,Shopping Vila Velha
7209,4923,2019-01-27,19,Sunga Xadrez,2,116,232,Shopping Vila Velha
7225,4931,2019-01-27,19,Camisa Gola V Estampa,4,118,472,Shopping Vila Velha
7232,4941,2019-01-27,19,Polo Xadrez,3,142,426,Shopping Vila Velha
7249,4952,2019-01-27,19,Short Estampa,1,96,96,Shopping Vila Velha
7250,4953,2019-01-27,19,Sunga,4,100,400,Shopping Vila Velha
7266,4966,2019-01-27,19,Mochila Liso,2,276,552,Shopping Vila Velha
7267,4966,2019-01-27,19,Chinelo Liso,3,71,213,Shopping Vila Velha
7268,4966,2019-01-27,19,Bermuda,4,150,600,Shopping Vila Velha
7269,4966,2019-01-27,19,Chinelo Xadrez,2,66,132,Shopping Vila Velha
7270,4966,2019-01-27,19,Terno Linho,2,750,1500,Shopping Vila Velha
7274,4969,2019-01-27,19,Tênis Linho,4,294,1176,Shopping Vila Velha
7286,4975,2019-01-27,19,Terno Listrado,3,709,2127,Shopping Vila Velha
7305,4990,2019-01-27,19,Cinto Listrado,1,214,214,Shopping Vila Velha
7306,4990,2019-01-27,19,Gorro Liso,1,92,92,Shopping Vila Velha
7307,4990,2019-01-27,19,Tênis Listrado,5,262,1310,Shopping Vila Velha
7320,4997,2019-01-27,19,Relógio Liso,2,216,432,Shopping Vila Velha
7333,5009,2019-01-27,19,Cueca Liso,5,69,345,Shopping Vila Velha
7334,5009,2019-01-27,19,Casaco Xadrez,1,259,259,Shopping Vila Velha
7335,5009,2019-01-27,19,Cinto Listrado,1,214,214,Shopping Vila Velha
7344,5016,2019-01-28,19,Short Estampa,3,96,288,Shopping Vila Velha
7345,5016,2019-01-28,19,Cinto Estampa,2,209,418,Shopping Vila Velha
7346,5016,2019-01-28,19,Chinelo Xadrez,1,66,66,Shopping Vila Velha
7373,5031,2019-01-28,19,Mochila,2,270,540,Shopping Vila Velha
7374,5031,2019-01-28,19,Tênis Listrado,1,262,262,Shopping Vila Velha
7523,5125,2019-01-28,19,Meia Liso,1,38,38,Shopping Vila Velha
7524,5125,2019-01-28,19,Camisa Gola V Listrado,5,116,580,Shopping Vila Velha
7525,5125,2019-01-28,19,Tênis Linho,4,294,1176,Shopping Vila Velha
7530,5127,2019-01-28,19,Camisa Gola V,2,100,200,Shopping Vila Velha
7554,5146,2019-01-28,19,Calça Linho,4,211,844,Shopping Vila Velha
7555,5146,2019-01-28,19,Relógio Estampa,1,219,219,Shopping Vila Velha
7556,5146,2019-01-28,19,Sunga Estampa,1,120,120,Shopping Vila Velha
7739,5282,2019-01-29,19,Camisa Gola V Listrado,2,116,232,Shopping Vila Velha
7755,5292,2019-01-29,19,Camisa Listrado,5,108,540,Shopping Vila Velha
7793,5320,2019-01-29,19,Sunga Xadrez,5,116,580,Shopping Vila Velha
7914,5412,2019-01-30,19,Mochila Estampa,2,277,554,Shopping Vila Velha
7915,5412,2019-01-30,19,Calça Liso,4,190,760,Shopping Vila Velha
7943,5431,2019-01-30,19,Camiseta Liso,2,187,374,Shopping Vila Velha
7944,5431,2019-01-30,19,Bermuda Xadrez,1,155,155,Shopping Vila Velha
7945,5432,2019-01-30,19,Calça Xadrez,2,185,370,Shopping Vila Velha
7946,5432,2019-01-30,19,Terno Estampa,1,706,706,Shopping Vila Velha
7971,5446,2019-01-30,19,Camiseta,1,180,180,Shopping Vila Velha
8153,5574,2019-01-30,19,Calça,2,170,340,Shopping Vila Velha
8154,5574,2019-01-30,19,Short Estampa,1,96,96,Shopping Vila Velha
8155,5574,2019-01-30,19,Mochila Listrado,5,275,1375,Shopping Vila Velha
8156,5574,2019-01-30,19,Mochila Linho,1,311,311,Shopping Vila Velha
8158,5576,2019-01-30,19,Camisa Gola V,1,100,100,Shopping Vila Velha
8228,5627,2019-01-31,19,Short,1,90,90,Shopping Vila Velha
8231,5630,2019-01-31,19,Tênis Estampa,4,256,1024,Shopping Vila Velha
8273,5654,2019-01-31,19,Casaco Linho,2,299,598,Shopping Vila Velha
8281,5662,2019-01-31,19,Chinelo Xadrez,1,66,66,Shopping Vila Velha
8282,5662,2019-01-31,19,Polo Liso,1,137,137,Shopping Vila Velha
8354,5717,2019-01-31,19,Casaco Xadrez,1,259,259,Shopping Vila Velha
8355,5717,2019-01-31,19,Gorro Listrado,3,97,291,Shopping Vila Velha
8361,5720,2019-01-31,19,Gorro Linho,1,124,124,Shopping Vila Velha
8491,5797,2019-02-01,19,Polo Liso,4,137,548,Shopping Vila Velha
8492,5797,2019-02-01,19,Camisa Gola V,2,100,200,Shopping Vila Velha
8493,5797,2019-02-01,19,Terno Xadrez,1,709,709,Shopping Vila Velha
8494,5797,2019-02-01,19,Camisa Gola V Listrado,1,116,116,Shopping Vila Velha
8514,5814,2019-02-01,19,Camisa Gola V Linho,2,145,290,Shopping Vila Velha
8515,5814,2019-02-01,19,Bermuda Liso,3,157,471,Shopping Vila Velha
8529,5825,2019-02-01,19,Relógio Listrado,2,218,436,Shopping Vila Velha
8530,5825,2019-02-01,19,Sapato Listrado,2,363,726,Shopping Vila Velha
8531,5825,2019-02-01,19,Casaco Liso,2,255,510,Shopping Vila Velha
8532,5825,2019-02-01,19,Relógio Linho,2,240,480,Shopping Vila Velha
8574,5857,2019-02-01,19,Tênis,1,250,250,Shopping Vila Velha
8611,5879,2019-02-01,19,Casaco Liso,2,255,510,Shopping Vila Velha
8612,5879,2019-02-01,19,Camisa Liso,1,105,105,Shopping Vila Velha
8676,5931,2019-02-01,19,Relógio,1,200,200,Shopping Vila Velha
8718,5959,2019-02-01,19,Camisa,2,100,200,Shopping Vila Velha
8872,6064,2019-02-02,19,Calça Linho,2,211,422,Shopping Vila Velha
8926,6106,2019-02-02,19,Cinto Liso,5,209,1045,Shopping Vila Velha
8927,6107,2019-02-02,19,Polo Liso,1,137,137,Shopping Vila Velha
8990,6154,2019-02-02,19,Chinelo Xadrez,1,66,66,Shopping Vila Velha
8991,6154,2019-02-02,19,Camiseta,2,180,360,Shopping Vila Velha
8992,6154,2019-02-02,19,Mochila Xadrez,1,283,283,Shopping Vila Velha
9087,6210,2019-02-03,19,Relógio Linho,2,240,480,Shopping Vila Velha
