,Código Venda,Data,ID Loja,Produto,Quantidade,Valor Unitário,Valor Final,Loja
1084,722,2019-01-05,15,Camisa Gola V Xadrez,1,107,107,Palladium Shopping Curitiba
1163,768,2019-01-06,15,Terno Estampa,2,706,1412,Palladium Shopping Curitiba
1164,768,2019-01-06,15,Casaco Listrado,2,269,538,Palladium Shopping Curitiba
1165,769,2019-01-06,15,Sunga Xadrez,2,116,232,Palladium Shopping Curitiba
1208,808,2019-01-06,15,Sunga Xadrez,2,116,232,Palladium Shopping Curitiba
1395,930,2019-01-06,15,Cinto Xadrez,1,215,215,Palladium Shopping Curitiba
1396,930,2019-01-06,15,Short Listrado,1,102,102,Palladium Shopping Curitiba
1492,993,2019-01-07,15,Sunga Xadrez,2,116,232,Palladium Shopping Curitiba
1524,1014,2019-01-07,15,Polo,3,130,390,Palladium Shopping Curitiba
1525,1014,2019-01-07,15,Mochila Liso,1,276,276,Palladium Shopping Curitiba
1526,1014,2019-01-07,15,Tênis Linho,1,294,294,Palladium Shopping Curitiba
1585,1050,2019-01-07,15,Camiseta,1,180,180,Palladium Shopping Curitiba
1586,1050,2019-01-07,15,Pulseira Listrado,1,79,79,Palladium Shopping Curitiba
1587,1050,2019-01-07,15,Camisa Liso,2,105,210,Palladium Shopping Curitiba
1588,1050,2019-01-07,15,Short Listrado,2,102,204,Palladium Shopping Curitiba
1589,1050,2019-01-07,15,Cueca Linho,1,93,93,Palladium Shopping Curitiba
1684,1118,2019-01-07,15,Camisa Estampa,1,113,113,Palladium Shopping Curitiba
1685,1118,2019-01-07,15,Sapato,1,350,350,Palladium Shopping Curitiba
1708,1131,2019-01-08,15,Gorro Xadrez,1,85,85,Palladium Shopping Curitiba
1709,1132,2019-01-08,15,Casaco Linho,2,299,598,Palladium Shopping Curitiba
1710,1132,2019-01-08,15,Calça Estampa,1,177,177,Palladium Shopping Curitiba
1820,1217,2019-01-08,15,Pulseira Liso,1,87,87,Palladium Shopping Curitiba
1826,1221,2019-01-08,15,Casaco,1,250,250,Palladium Shopping Curitiba
1839,1231,2019-01-08,15,Camisa,2,100,200,Palladium Shopping Curitiba
1857,1243,2019-01-08,15,Terno Xadrez,2,709,1418,Palladium Shopping Curitiba
1859,1245,2019-01-08,15,Cinto Xadrez,2,215,430,Palladium Shopping Curitiba
1937,1301,2019-01-08,15,Chinelo Estampa,3,74,222,Palladium Shopping Curitiba
2035,1353,2019-01-09,15,Short Liso,2,108,216,Palladium Shopping Curitiba
2036,1353,2019-01-09,15,Pulseira Liso,3,87,261,Palladium Shopping Curitiba
2037,1353,2019-01-09,15,Bermuda Estampa,1,169,169,Palladium Shopping Curitiba
2038,1353,2019-01-09,15,Meia Linho,1,78,78,Palladium Shopping Curitiba
2103,1394,2019-01-09,15,Mochila Estampa,3,277,831,Palladium Shopping Curitiba
2104,1394,2019-01-09,15,Gorro Estampa,2,93,186,Palladium Shopping Curitiba
2182,1446,2019-01-09,15,Camisa Liso,1,105,105,Palladium Shopping Curitiba
2200,1458,2019-01-09,15,Sunga Listrado,3,114,342,Palladium Shopping Curitiba
2201,1458,2019-01-09,15,Meia,4,30,120,Palladium Shopping Curitiba
2202,1458,2019-01-09,15,Cueca,2,50,100,Palladium Shopping Curitiba
2301,1519,2019-01-10,15,Camisa Gola V Estampa,3,118,354,Palladium Shopping Curitiba
2309,1526,2019-01-10,15,Cinto,3,200,600,Palladium Shopping Curitiba
2331,1539,2019-01-10,15,Bermuda Liso,2,157,314,Palladium Shopping Curitiba
2332,1539,2019-01-10,15,Cinto Xadrez,1,215,215,Palladium Shopping Curitiba
2357,1556,2019-01-10,15,Camiseta Listrado,1,197,197,Palladium Shopping Curitiba
2366,1561,2019-01-10,15,Bermuda Liso,2,157,314,Palladium Shopping Curitiba
2378,1571,2019-01-10,15,Meia Listrado,2,37,74,Palladium Shopping Curitiba
2379,1571,2019-01-10,15,Relógio Liso,1,216,216,Palladium Shopping Curitiba
2483,1636,2019-01-10,15,Camisa Linho,2,141,282,Palladium Shopping Curitiba
2525,1660,2019-01-10,15,Camiseta Liso,2,187,374,Palladium Shopping Curitiba
2526,1660,2019-01-10,15,Sunga Liso,1,114,114,Palladium Shopping Curitiba
2546,1678,2019-01-11,15,Calça,1,170,170,Palladium Shopping Curitiba
2547,1678,2019-01-11,15,Short Liso,5,108,540,Palladium Shopping Curitiba
2549,1682,2019-01-11,15,Sunga Estampa,4,120,480,Palladium Shopping Curitiba
2550,1682,2019-01-11,15,Gorro Estampa,1,93,93,Palladium Shopping Curitiba
2599,1709,2019-01-11,15,Casaco Liso,2,255,510,Palladium Shopping Curitiba
2609,1716,2019-01-11,15,Cinto Xadrez,1,215,215,Palladium Shopping Curitiba
2610,1716,2019-01-11,15,Terno Liso,1,720,720,Palladium Shopping Curitiba
2635,1742,2019-01-11,15,Terno Xadrez,5,709,3545,Palladium Shopping Curitiba
2671,1765,2019-01-11,15,Polo,3,130,390,Palladium Shopping Curitiba
2672,1765,2019-01-11,15,Mochila,3,270,810,Palladium Shopping Curitiba
2673,1767,2019-01-11,15,Tênis,4,250,1000,Palladium Shopping Curitiba
2674,1767,2019-01-11,15,Tênis,1,250,250,Palladium Shopping Curitiba
2675,1767,2019-01-11,15,Casaco Liso,2,255,510,Palladium Shopping Curitiba
2688,1773,2019-01-11,15,Sapato Estampa,2,358,716,Palladium Shopping Curitiba
2697,1784,2019-01-11,15,Casaco Liso,2,255,510,Palladium Shopping Curitiba
2724,1808,2019-01-11,15,Terno,4,700,2800,Palladium Shopping Curitiba
2725,1808,2019-01-11,15,Camiseta Linho,1,223,223,Palladium Shopping Curitiba
2748,1820,2019-01-11,15,Polo Liso,1,137,137,Palladium Shopping Curitiba
2749,1820,2019-01-11,15,Gorro Liso,2,92,184,Palladium Shopping Curitiba
2750,1820,2019-01-11,15,Camisa Liso,1,105,105,Palladium Shopping Curitiba
2751,1820,2019-01-11,15,Meia,3,30,90,Palladium Shopping Curitiba
2802,1854,2019-01-11,15,Gorro Estampa,2,93,186,Palladium Shopping Curitiba
2803,1854,2019-01-11,15,Camisa Liso,2,105,210,Palladium Shopping Curitiba
2804,1854,2019-01-11,15,Camiseta Estampa,1,196,196,Palladium Shopping Curitiba
2825,1869,2019-01-12,15,Chinelo Estampa,2,74,148,Palladium Shopping Curitiba
2827,1871,2019-01-12,15,Relógio Xadrez,3,214,642,Palladium Shopping Curitiba
2828,1871,2019-01-12,15,Casaco Estampa,2,256,512,Palladium Shopping Curitiba
2831,1875,2019-01-12,15,Gorro Xadrez,3,85,255,Palladium Shopping Curitiba
2832,1875,2019-01-12,15,Sapato Linho,4,391,1564,Palladium Shopping Curitiba
2848,1887,2019-01-12,15,Tênis Linho,1,294,294,Palladium Shopping Curitiba
2853,1890,2019-01-12,15,Cueca Listrado,3,67,201,Palladium Shopping Curitiba
2854,1890,2019-01-12,15,Sunga Linho,3,149,447,Palladium Shopping Curitiba
2890,1919,2019-01-12,15,Chinelo,1,60,60,Palladium Shopping Curitiba
2891,1919,2019-01-12,15,Sapato Linho,1,391,391,Palladium Shopping Curitiba
2892,1919,2019-01-12,15,Short Listrado,3,102,306,Palladium Shopping Curitiba
3067,2059,2019-01-12,15,Sunga Listrado,1,114,114,Palladium Shopping Curitiba
3141,2120,2019-01-13,15,Bermuda Estampa,1,169,169,Palladium Shopping Curitiba
3142,2120,2019-01-13,15,Cinto,1,200,200,Palladium Shopping Curitiba
3222,2172,2019-01-13,15,Cinto,1,200,200,Palladium Shopping Curitiba
3264,2197,2019-01-13,15,Meia Liso,2,38,76,Palladium Shopping Curitiba
3265,2197,2019-01-13,15,Camisa Gola V Linho,1,145,145,Palladium Shopping Curitiba
3278,2207,2019-01-13,15,Polo,1,130,130,Palladium Shopping Curitiba
3279,2207,2019-01-13,15,Sunga Estampa,1,120,120,Palladium Shopping Curitiba
3280,2207,2019-01-13,15,Chinelo Listrado,4,73,292,Palladium Shopping Curitiba
3289,2213,2019-01-13,15,Camiseta Linho,1,223,223,Palladium Shopping Curitiba
3290,2213,2019-01-13,15,Terno Xadrez,3,709,2127,Palladium Shopping Curitiba
3378,2278,2019-01-13,15,Relógio Liso,1,216,216,Palladium Shopping Curitiba
3391,2287,2019-01-14,15,Cueca Liso,2,69,138,Palladium Shopping Curitiba
3392,2287,2019-01-14,15,Camisa Gola V Estampa,5,118,590,Palladium Shopping Curitiba
3393,2287,2019-01-14,15,Camisa Gola V,3,100,300,Palladium Shopping Curitiba
3394,2287,2019-01-14,15,Terno Liso,1,720,720,Palladium Shopping Curitiba
3395,2287,2019-01-14,15,Bermuda Xadrez,1,155,155,Palladium Shopping Curitiba
3422,2312,2019-01-14,15,Pulseira,1,70,70,Palladium Shopping Curitiba
3423,2312,2019-01-14,15,Casaco,1,250,250,Palladium Shopping Curitiba
3424,2313,2019-01-14,15,Mochila Liso,1,276,276,Palladium Shopping Curitiba
3556,2402,2019-01-14,15,Calça Listrado,5,181,905,Palladium Shopping Curitiba
3598,2435,2019-01-14,15,Chinelo Xadrez,3,66,198,Palladium Shopping Curitiba
3599,2435,2019-01-14,15,Polo Liso,1,137,137,Palladium Shopping Curitiba
3600,2435,2019-01-14,15,Tênis Liso,2,266,532,Palladium Shopping Curitiba
3601,2435,2019-01-14,15,Tênis Linho,3,294,882,Palladium Shopping Curitiba
3622,2456,2019-01-14,15,Cinto,5,200,1000,Palladium Shopping Curitiba
3706,2516,2019-01-15,15,Terno Liso,2,720,1440,Palladium Shopping Curitiba
3711,2521,2019-01-15,15,Pulseira Listrado,3,79,237,Palladium Shopping Curitiba
3719,2527,2019-01-15,15,Mochila Linho,5,311,1555,Palladium Shopping Curitiba
3730,2537,2019-01-15,15,Cueca Xadrez,3,60,180,Palladium Shopping Curitiba
3743,2545,2019-01-15,15,Mochila Estampa,1,277,277,Palladium Shopping Curitiba
3744,2545,2019-01-15,15,Camisa Gola V Estampa,1,118,118,Palladium Shopping Curitiba
3819,2601,2019-01-15,15,Cinto,3,200,600,Palladium Shopping Curitiba
3833,2608,2019-01-15,15,Sapato,1,350,350,Palladium Shopping Curitiba
3863,2630,2019-01-15,15,Camisa Gola V Xadrez,2,107,214,Palladium Shopping Curitiba
3864,2630,2019-01-15,15,Polo Listrado,1,149,149,Palladium Shopping Curitiba
3895,2652,2019-01-15,15,Meia Linho,1,78,78,Palladium Shopping Curitiba
3912,2667,2019-01-15,15,Mochila Liso,2,276,552,Palladium Shopping Curitiba
4008,2741,2019-01-16,15,Terno Liso,3,720,2160,Palladium Shopping Curitiba
4009,2741,2019-01-16,15,Sapato Estampa,2,358,716,Palladium Shopping Curitiba
4084,2796,2019-01-16,15,Bermuda,1,150,150,Palladium Shopping Curitiba
4085,2796,2019-01-16,15,Short Listrado,4,102,408,Palladium Shopping Curitiba
4241,2908,2019-01-17,15,Gorro Estampa,1,93,93,Palladium Shopping Curitiba
4242,2908,2019-01-17,15,Camisa Xadrez,2,105,210,Palladium Shopping Curitiba
4266,2926,2019-01-17,15,Relógio Linho,4,240,960,Palladium Shopping Curitiba
4287,2942,2019-01-17,15,Terno Listrado,1,709,709,Palladium Shopping Curitiba
4288,2942,2019-01-17,15,Camisa Gola V Listrado,2,116,232,Palladium Shopping Curitiba
4389,3007,2019-01-17,15,Pulseira,1,70,70,Palladium Shopping Curitiba
4390,3007,2019-01-17,15,Casaco Estampa,3,256,768,Palladium Shopping Curitiba
4391,3007,2019-01-17,15,Mochila Liso,2,276,552,Palladium Shopping Curitiba
4417,3024,2019-01-17,15,Calça Listrado,4,181,724,Palladium Shopping Curitiba
4418,3024,2019-01-17,15,Sapato,1,350,350,Palladium Shopping Curitiba
4419,3024,2019-01-17,15,Tênis Xadrez,2,259,518,Palladium Shopping Curitiba
4443,3040,2019-01-17,15,Calça Linho,2,211,422,Palladium Shopping Curitiba
4499,3072,2019-01-17,15,Tênis Xadrez,1,259,259,Palladium Shopping Curitiba
4500,3072,2019-01-17,15,Chinelo Listrado,1,73,73,Palladium Shopping Curitiba
4501,3072,2019-01-17,15,Sunga,2,100,200,Palladium Shopping Curitiba
4502,3072,2019-01-17,15,Meia Listrado,1,37,37,Palladium Shopping Curitiba
4503,3072,2019-01-17,15,Chinelo Liso,1,71,71,Palladium Shopping Curitiba
4504,3072,2019-01-17,15,Camisa Gola V Liso,2,118,236,Palladium Shopping Curitiba
4505,3072,2019-01-17,15,Cueca Linho,2,93,186,Palladium Shopping Curitiba
4506,3072,2019-01-17,15,Sunga Xadrez,4,116,464,Palladium Shopping Curitiba
4518,3079,2019-01-18,15,Gorro,4,80,320,Palladium Shopping Curitiba
4528,3086,2019-01-18,15,Terno Estampa,3,706,2118,Palladium Shopping Curitiba
4620,3142,2019-01-18,15,Cinto Listrado,2,214,428,Palladium Shopping Curitiba
4621,3142,2019-01-18,15,Gorro Liso,1,92,92,Palladium Shopping Curitiba
4623,3145,2019-01-18,15,Meia Xadrez,2,41,82,Palladium Shopping Curitiba
4630,3151,2019-01-18,15,Casaco Linho,2,299,598,Palladium Shopping Curitiba
4647,3162,2019-01-18,15,Casaco,2,250,500,Palladium Shopping Curitiba
4648,3162,2019-01-18,15,Casaco Xadrez,1,259,259,Palladium Shopping Curitiba
4649,3162,2019-01-18,15,Chinelo Estampa,4,74,296,Palladium Shopping Curitiba
4692,3188,2019-01-18,15,Chinelo Xadrez,1,66,66,Palladium Shopping Curitiba
4718,3212,2019-01-18,15,Bermuda Estampa,2,169,338,Palladium Shopping Curitiba
4758,3245,2019-01-18,15,Tênis Linho,2,294,588,Palladium Shopping Curitiba
4887,3339,2019-01-19,15,Camisa Gola V Listrado,1,116,116,Palladium Shopping Curitiba
4888,3339,2019-01-19,15,Short Linho,2,133,266,Palladium Shopping Curitiba
4889,3339,2019-01-19,15,Gorro Liso,1,92,92,Palladium Shopping Curitiba
4890,3339,2019-01-19,15,Meia Estampa,2,50,100,Palladium Shopping Curitiba
4891,3339,2019-01-19,15,Sunga Estampa,3,120,360,Palladium Shopping Curitiba
4940,3380,2019-01-19,15,Mochila,2,270,540,Palladium Shopping Curitiba
4941,3380,2019-01-19,15,Meia Linho,2,78,156,Palladium Shopping Curitiba
4942,3380,2019-01-19,15,Tênis Listrado,4,262,1048,Palladium Shopping Curitiba
4943,3380,2019-01-19,15,Camisa Gola V,2,100,200,Palladium Shopping Curitiba
4983,3400,2019-01-19,15,Meia Liso,1,38,38,Palladium Shopping Curitiba
4984,3400,2019-01-19,15,Polo,3,130,390,Palladium Shopping Curitiba
5009,3421,2019-01-19,15,Chinelo Linho,2,105,210,Palladium Shopping Curitiba
5010,3421,2019-01-19,15,Cueca Listrado,3,67,201,Palladium Shopping Curitiba
5031,3432,2019-01-19,15,Chinelo Xadrez,3,66,198,Palladium Shopping Curitiba
5032,3432,2019-01-19,15,Bermuda Xadrez,1,155,155,Palladium Shopping Curitiba
5075,3464,2019-01-19,15,Gorro Linho,1,124,124,Palladium Shopping Curitiba
5112,3491,2019-01-20,15,Casaco Listrado,2,269,538,Palladium Shopping Curitiba
5161,3522,2019-01-20,15,Gorro Xadrez,1,85,85,Palladium Shopping Curitiba
5179,3535,2019-01-20,15,Cinto,1,200,200,Palladium Shopping Curitiba
5180,3535,2019-01-20,15,Sapato Linho,1,391,391,Palladium Shopping Curitiba
5181,3535,2019-01-20,15,Polo,4,130,520,Palladium Shopping Curitiba
5269,3590,2019-01-20,15,Pulseira Xadrez,4,87,348,Palladium Shopping Curitiba
5270,3590,2019-01-20,15,Chinelo Liso,2,71,142,Palladium Shopping Curitiba
5273,3592,2019-01-20,15,Tênis,2,250,500,Palladium Shopping Curitiba
5274,3592,2019-01-20,15,Cueca Estampa,1,66,66,Palladium Shopping Curitiba
5324,3627,2019-01-20,15,Bermuda Xadrez,2,155,310,Palladium Shopping Curitiba
5325,3627,2019-01-20,15,Sunga,1,100,100,Palladium Shopping Curitiba
5330,3630,2019-01-20,15,Meia Listrado,2,37,74,Palladium Shopping Curitiba
5375,3656,2019-01-21,15,Cueca Xadrez,1,60,60,Palladium Shopping Curitiba
5376,3656,2019-01-21,15,Sunga Xadrez,5,116,580,Palladium Shopping Curitiba
5377,3656,2019-01-21,15,Camisa Estampa,4,113,452,Palladium Shopping Curitiba
5403,3676,2019-01-21,15,Gorro Linho,1,124,124,Palladium Shopping Curitiba
5404,3676,2019-01-21,15,Pulseira Estampa,2,87,174,Palladium Shopping Curitiba
5460,3709,2019-01-21,15,Cinto Linho,4,248,992,Palladium Shopping Curitiba
5461,3709,2019-01-21,15,Casaco Xadrez,3,259,777,Palladium Shopping Curitiba
5486,3725,2019-01-21,15,Short,2,90,180,Palladium Shopping Curitiba
5525,3759,2019-01-21,15,Meia,1,30,30,Palladium Shopping Curitiba
5526,3759,2019-01-21,15,Sunga Linho,4,149,596,Palladium Shopping Curitiba
5567,3783,2019-01-21,15,Pulseira Listrado,1,79,79,Palladium Shopping Curitiba
5568,3783,2019-01-21,15,Casaco Estampa,2,256,512,Palladium Shopping Curitiba
5613,3821,2019-01-21,15,Gorro Xadrez,2,85,170,Palladium Shopping Curitiba
5643,3843,2019-01-22,15,Casaco Liso,2,255,510,Palladium Shopping Curitiba
5644,3843,2019-01-22,15,Terno Estampa,1,706,706,Palladium Shopping Curitiba
5645,3843,2019-01-22,15,Calça Listrado,2,181,362,Palladium Shopping Curitiba
5688,3871,2019-01-22,15,Tênis Estampa,1,256,256,Palladium Shopping Curitiba
5689,3871,2019-01-22,15,Relógio Xadrez,3,214,642,Palladium Shopping Curitiba
5702,3879,2019-01-22,15,Short Xadrez,2,100,200,Palladium Shopping Curitiba
5703,3879,2019-01-22,15,Pulseira Liso,1,87,87,Palladium Shopping Curitiba
5723,3891,2019-01-22,15,Sapato,2,350,700,Palladium Shopping Curitiba
5832,3976,2019-01-22,15,Mochila Xadrez,2,283,566,Palladium Shopping Curitiba
5851,3986,2019-01-22,15,Calça Xadrez,1,185,185,Palladium Shopping Curitiba
5852,3986,2019-01-22,15,Camiseta Linho,4,223,892,Palladium Shopping Curitiba
5866,4002,2019-01-22,15,Cueca Linho,1,93,93,Palladium Shopping Curitiba
5867,4002,2019-01-22,15,Cinto Listrado,1,214,214,Palladium Shopping Curitiba
5906,4025,2019-01-22,15,Bermuda Estampa,1,169,169,Palladium Shopping Curitiba
5921,4036,2019-01-22,15,Sapato Estampa,3,358,1074,Palladium Shopping Curitiba
5924,4043,2019-01-22,15,Short Estampa,1,96,96,Palladium Shopping Curitiba
5941,4057,2019-01-23,15,Gorro Estampa,2,93,186,Palladium Shopping Curitiba
5948,4061,2019-01-23,15,Chinelo Estampa,2,74,148,Palladium Shopping Curitiba
6026,4108,2019-01-23,15,Cueca Xadrez,1,60,60,Palladium Shopping Curitiba
6101,4153,2019-01-23,15,Pulseira,1,70,70,Palladium Shopping Curitiba
6102,4153,2019-01-23,15,Terno Linho,1,750,750,Palladium Shopping Curitiba
6103,4153,2019-01-23,15,Pulseira,5,70,350,Palladium Shopping Curitiba
6215,4238,2019-01-24,15,Polo Listrado,1,149,149,Palladium Shopping Curitiba
6226,4244,2019-01-24,15,Casaco Linho,1,299,299,Palladium Shopping Curitiba
6292,4291,2019-01-24,15,Camisa Xadrez,3,105,315,Palladium Shopping Curitiba
6302,4301,2019-01-24,15,Short Estampa,2,96,192,Palladium Shopping Curitiba
6362,4346,2019-01-24,15,Meia Xadrez,1,41,41,Palladium Shopping Curitiba
6415,4374,2019-01-24,15,Polo Estampa,2,138,276,Palladium Shopping Curitiba
6416,4374,2019-01-24,15,Camisa Gola V,1,100,100,Palladium Shopping Curitiba
6463,4407,2019-01-24,15,Mochila Estampa,1,277,277,Palladium Shopping Curitiba
6464,4407,2019-01-24,15,Pulseira,1,70,70,Palladium Shopping Curitiba
6477,4415,2019-01-24,15,Mochila Listrado,2,275,550,Palladium Shopping Curitiba
6546,4457,2019-01-25,15,Cinto Xadrez,2,215,430,Palladium Shopping Curitiba
6547,4457,2019-01-25,15,Calça Linho,3,211,633,Palladium Shopping Curitiba
6548,4457,2019-01-25,15,Pulseira Linho,1,114,114,Palladium Shopping Curitiba
6549,4457,2019-01-25,15,Chinelo Listrado,3,73,219,Palladium Shopping Curitiba
6550,4457,2019-01-25,15,Camisa Gola V Estampa,2,118,236,Palladium Shopping Curitiba
6567,4469,2019-01-25,15,Short Estampa,3,96,288,Palladium Shopping Curitiba
6568,4473,2019-01-25,15,Short Estampa,1,96,96,Palladium Shopping Curitiba
6582,4483,2019-01-25,15,Camiseta Estampa,2,196,392,Palladium Shopping Curitiba
6583,4483,2019-01-25,15,Cueca,4,50,200,Palladium Shopping Curitiba
6584,4483,2019-01-25,15,Casaco,2,250,500,Palladium Shopping Curitiba
6585,4483,2019-01-25,15,Sapato Linho,1,391,391,Palladium Shopping Curitiba
6586,4483,2019-01-25,15,Camisa Gola V Listrado,3,116,348,Palladium Shopping Curitiba
6649,4520,2019-01-25,15,Meia Estampa,3,50,150,Palladium Shopping Curitiba
6662,4532,2019-01-25,15,Bermuda,2,150,300,Palladium Shopping Curitiba
6731,4577,2019-01-25,15,Cinto Xadrez,1,215,215,Palladium Shopping Curitiba
6789,4617,2019-01-26,15,Meia Liso,1,38,38,Palladium Shopping Curitiba
6790,4617,2019-01-26,15,Camiseta Linho,2,223,446,Palladium Shopping Curitiba
6797,4621,2019-01-26,15,Meia Estampa,1,50,50,Palladium Shopping Curitiba
6816,4639,2019-01-26,15,Meia Listrado,2,37,74,Palladium Shopping Curitiba
6824,4644,2019-01-26,15,Calça Estampa,2,177,354,Palladium Shopping Curitiba
6878,4689,2019-01-26,15,Cueca Liso,1,69,69,Palladium Shopping Curitiba
6945,4744,2019-01-26,15,Tênis Linho,1,294,294,Palladium Shopping Curitiba
6946,4744,2019-01-26,15,Short Estampa,5,96,480,Palladium Shopping Curitiba
6947,4744,2019-01-26,15,Calça Liso,1,190,190,Palladium Shopping Curitiba
6948,4744,2019-01-26,15,Meia Liso,2,38,76,Palladium Shopping Curitiba
6955,4748,2019-01-26,15,Camiseta,2,180,360,Palladium Shopping Curitiba
6956,4748,2019-01-26,15,Sapato Xadrez,1,368,368,Palladium Shopping Curitiba
7011,4789,2019-01-26,15,Sunga Linho,1,149,149,Palladium Shopping Curitiba
7117,4868,2019-01-27,15,Tênis Estampa,2,256,512,Palladium Shopping Curitiba
7157,4893,2019-01-27,15,Sapato Estampa,2,358,716,Palladium Shopping Curitiba
7181,4910,2019-01-27,15,Gorro Liso,1,92,92,Palladium Shopping Curitiba
7182,4910,2019-01-27,15,Relógio,1,200,200,Palladium Shopping Curitiba
7218,4928,2019-01-27,15,Gorro Listrado,5,97,485,Palladium Shopping Curitiba
7219,4928,2019-01-27,15,Bermuda Listrado,2,163,326,Palladium Shopping Curitiba
7220,4928,2019-01-27,15,Meia Xadrez,2,41,82,Palladium Shopping Curitiba
7229,4936,2019-01-27,15,Tênis,5,250,1250,Palladium Shopping Curitiba
7244,4949,2019-01-27,15,Casaco Estampa,1,256,256,Palladium Shopping Curitiba
7245,4949,2019-01-27,15,Tênis Linho,4,294,1176,Palladium Shopping Curitiba
7246,4949,2019-01-27,15,Cueca Xadrez,3,60,180,Palladium Shopping Curitiba
7247,4949,2019-01-27,15,Bermuda Liso,1,157,157,Palladium Shopping Curitiba
7258,4962,2019-01-27,15,Camiseta Listrado,3,197,591,Palladium Shopping Curitiba
7277,4971,2019-01-27,15,Pulseira Listrado,2,79,158,Palladium Shopping Curitiba
7278,4971,2019-01-27,15,Relógio Listrado,3,218,654,Palladium Shopping Curitiba
7308,4991,2019-01-27,15,Relógio,2,200,400,Palladium Shopping Curitiba
7309,4991,2019-01-27,15,Cinto,1,200,200,Palladium Shopping Curitiba
7310,4991,2019-01-27,15,Cinto Listrado,5,214,1070,Palladium Shopping Curitiba
7327,5004,2019-01-27,15,Camisa Xadrez,1,105,105,Palladium Shopping Curitiba
7413,5056,2019-01-28,15,Casaco,1,250,250,Palladium Shopping Curitiba
7414,5056,2019-01-28,15,Bermuda,2,150,300,Palladium Shopping Curitiba
